address,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9
544,0,0,0,0,0,0,1,0,0,0
545,0,1,0,0,0,1,1,0,0,0
546,0,0,1,0,0,0,1,0,0,0
547,0,1,1,0,0,1,1,0,0,0
548,0,0,0,0,0,0,1,0,0,0
549,0,1,0,1,0,1,1,0,0,0
550,0,0,1,0,0,0,1,0,0,0
551,0,1,1,1,0,1,1,0,0,0
552,0,0,0,0,1,0,1,0,0,0
553,0,1,0,0,1,1,1,0,0,0
554,0,0,1,0,1,0,1,0,0,0
555,0,1,1,0,1,1,1,0,0,0
556,0,0,0,0,1,0,1,0,0,0
557,0,1,0,1,1,1,1,0,0,0
558,0,0,1,0,1,0,1,0,0,0
559,0,1,1,1,1,1,1,0,0,0
560,0,0,0,0,0,1,1,0,0,0
561,0,1,0,0,0,0,1,0,0,0
562,0,0,1,0,0,1,1,0,0,0
563,0,1,1,0,0,0,1,0,0,0
564,0,0,0,0,0,1,1,0,0,0
565,0,1,0,1,0,0,1,0,0,0
566,0,0,1,0,0,1,1,0,0,0
567,0,1,1,1,0,0,1,0,0,0
568,0,0,0,0,1,1,1,0,0,0
569,0,1,0,0,1,0,1,0,0,0
570,0,0,1,0,1,1,1,0,0,0
571,0,1,1,0,1,0,1,0,0,0
572,0,0,0,0,1,1,1,0,0,0
573,0,1,0,1,1,0,1,0,0,0
574,0,0,1,0,1,1,1,0,0,0
575,0,1,1,1,1,0,1,0,0,0
576,1,0,0,0,0,0,0,1,0,1
577,1,1,0,0,0,1,0,1,0,1
578,1,0,1,0,0,0,0,1,0,1
579,1,1,1,0,0,1,0,1,0,1
580,1,0,0,0,0,0,0,1,0,1
581,1,1,0,1,0,1,0,1,0,1
582,1,0,1,0,0,0,0,1,0,1
583,1,1,1,1,0,1,0,1,0,1
584,1,0,0,0,1,0,1,1,0,1
585,1,1,0,0,1,1,1,1,0,1
586,1,0,1,0,1,0,1,1,0,1
587,1,1,1,0,1,1,1,1,0,1
588,1,0,0,0,1,0,1,1,0,1
589,1,1,0,1,1,1,1,1,0,1
590,1,0,1,0,1,0,1,1,0,1
591,1,1,1,1,1,1,1,1,0,1
592,1,0,0,0,0,1,0,1,0,1
593,1,1,0,0,0,0,0,1,0,1
594,1,0,1,0,0,1,0,1,0,1
595,1,1,1,0,0,0,0,1,0,1
596,1,0,0,0,0,1,0,1,0,1
597,1,1,0,1,0,0,0,1,0,1
598,1,0,1,0,0,1,0,1,0,1
599,1,1,1,1,0,0,0,1,0,1
600,1,0,0,0,1,1,1,1,0,1
601,1,1,0,0,1,0,1,1,0,1
602,1,0,1,0,1,1,1,1,0,1
603,1,1,1,0,1,0,1,1,0,1
604,1,0,0,0,1,1,1,1,0,1
605,1,1,0,1,1,0,1,1,0,1
606,1,0,1,0,1,1,1,1,0,1
607,1,1,1,1,1,0,1,1,0,1
608,0,0,0,0,0,0,1,1,0,1
609,0,1,0,0,0,1,1,1,0,1
610,0,0,1,0,0,0,1,1,0,1
611,0,1,1,0,0,1,1,1,0,1
612,0,0,0,0,0,0,1,1,0,1
613,0,1,0,1,0,1,1,1,0,1
614,0,0,1,0,0,0,1,1,0,1
615,0,1,1,1,0,1,1,1,0,1
616,0,0,0,0,1,0,1,1,0,1
617,0,1,0,0,1,1,1,1,0,1
618,0,0,1,0,1,0,1,1,0,1
619,0,1,1,0,1,1,1,1,0,1
620,0,0,0,0,1,0,1,1,0,1
621,0,1,0,1,1,1,1,1,0,1
622,0,0,1,0,1,0,1,1,0,1
623,0,1,1,1,1,1,1,1,0,1
624,0,0,0,0,0,1,1,1,0,1
625,0,1,0,0,0,0,1,1,0,1
626,0,0,1,0,0,1,1,1,0,1
627,0,1,1,0,0,0,1,1,0,1
628,0,0,0,0,0,1,1,1,0,1
629,0,1,0,1,0,0,1,1,0,1
630,0,0,1,0,0,1,1,1,0,1
631,0,1,1,1,0,0,1,1,0,1
632,0,0,0,0,1,1,1,1,0,1
