input_address,output_address,output_bits,row_bdm,network_program_bits
145,259,1100000010,27.881183802255116,325
146,293,1010010010,26.0520980869863,325
147,263,1110000010,28.323574758648455,325
148,289,1000010010,27.547513853828264,325
149,267,1101000010,27.719902895222052,325
150,293,1010010010,26.0520980869863,325
151,271,1111000010,27.80622174457389,325
152,369,1000111010,28.53086907083204,325
153,339,1100101010,26.327585472443296,325
154,373,1010111010,26.668932453298776,325
155,343,1110101010,25.3451309020149,325
156,369,1000111010,28.53086907083204,325
157,347,1101101010,26.479236302416716,325
158,373,1010111010,26.668932453298776,325
159,351,1111101010,25.508171810413195,325
160,320,0000001010,24.142450826212958,325
161,354,0100011010,27.181937874038066,325
162,324,0010001010,25.89177129449239,325
163,358,0110011010,27.55491863505001,325
164,320,0000001010,24.142450826212958,325
165,362,0101011010,26.10220657220897,325
166,324,0010001010,25.89177129449239,325
167,366,0111011010,27.324840095704477,325
168,336,0000101010,25.047564596301104,325
169,370,0100111010,27.901178163557077,325
170,340,0010101010,24.338779286662348,325
171,374,0110111010,27.29891270441419,325
172,336,0000101010,25.047564596301104,325
173,378,0101111010,27.42214711020989,325
174,340,0010101010,24.338779286662348,325
175,382,0111111010,27.689159371790947,325
176,352,0000011010,24.5200191819814,325
177,322,0100001010,27.00316520145676,325
178,356,0010011010,27.09050143683252,325
179,326,0110001010,27.355114990587527,325
180,352,0000011010,24.5200191819814,325
181,330,0101001010,25.83899136619437,325
182,356,0010011010,27.09050143683252,325
183,334,0111001010,27.26289461708885,325
184,368,0000111010,26.911913960831292,325
185,338,0100101010,25.927207691057642,325
186,372,0010111010,26.607331064757528,325
187,342,0110101010,25.356300486896703,325
188,368,0000111010,26.911913960831292,325
189,346,0101101010,26.10220657220897,325
190,372,0010111010,26.607331064757528,325
191,350,0111101010,27.03353166689093,325
192,897,1000000111,28.13938629953209,325
193,931,1100010111,28.61092816912725,325
194,901,1010000111,28.61401855597312,325
195,935,1110010111,27.956981727546488,325
196,897,1000000111,28.13938629953209,325
197,939,1101010111,26.163898016889704,325
198,901,1010000111,28.61401855597312,325
199,943,1111010111,26.098414518475785,325
200,977,1000101111,26.983048281866,325
201,1011,1100111111,26.267348007870712,325
202,981,1010101111,25.047564596301104,325
203,1015,1110111111,24.700885338764394,325
204,977,1000101111,26.983048281866,325
205,1019,1101111111,25.405541011011785,325
206,981,1010101111,25.047564596301104,325
207,1023,1111111111,22.784225562763474,325
208,929,1000010111,28.72212413513873,325
209,899,1100000111,28.513452017754627,325
210,933,1010010111,27.69514679613648,325
211,903,1110000111,28.384718703632423,325
212,929,1000010111,28.72212413513873,325
213,907,1101000111,29.045998624324646,325
214,933,1010010111,27.69514679613648,325
215,911,1111000111,26.885222791763344,325
216,1009,1000111111,25.972432864621066,325
217,979,1100101111,26.72797121365448,325
218,1013,1010111111,24.142450826212958,325
219,983,1110101111,26.098414518475785,325
220,1009,1000111111,25.972432864621066,325
221,987,1101101111,26.163898016889704,325
222,1013,1010111111,24.142450826212958,325
223,991,1111101111,24.57824374198081,325
224,960,0000001111,27.25402886547321,325
225,994,0100011111,27.71934811919488,325
226,964,0010001111,28.069845366279015,325
227,998,0110011111,27.92017793387098,325
228,960,0000001111,27.25402886547321,325
229,1002,0101011111,25.508171810413195,325
230,964,0010001111,28.069845366279015,325
231,1006,0111011111,26.672955213710427,325
232,976,0000101111,27.78923833099727,325
233,1010,0100111111,26.961566914282905,325
234,980,0010101111,27.75245048813291,325
235,1014,0110111111,25.827287691693268,325
236,976,0000101111,27.78923833099727,325
237,1018,0101111111,26.21440278089226,325
238,980,0010101111,27.75245048813291,325
239,1022,0111111111,23.932824107297364,325
240,992,0000011111,27.282019609306662,325
241,962,0100001111,27.80622174457389,325
242,996,0010011111,27.56584819520827,325
243,966,0110001111,27.772452522303933,325
244,992,0000011111,27.282019609306662,325
245,970,0101001111,25.679145314791718,325
246,996,0010011111,27.56584819520827,325
247,974,0111001111,27.498144764966778,325
248,1008,0000111111,27.25402886547321,325
249,978,0100101111,26.236856098903758,325
250,1012,0010111111,27.07444952767574,325
251,982,0110101111,27.062087026658016,325
252,1008,0000111111,27.25402886547321,325
253,986,0101101111,25.824898628773667,325
254,1012,0010111111,27.07444952767574,325
255,990,0111101111,25.505778089869207,325
256,512,0000000001,23.932824107297364,325
257,546,0100010001,24.59201568694833,325
258,516,0010000001,26.328854333598866,325
259,550,0110010001,28.64108289299077,325
260,512,0000000001,23.932824107297364,325
261,554,0101010001,26.204469910459483,325
262,516,0010000001,26.328854333598866,325
263,558,0111010001,29.0926552491871,325
264,592,0000101001,27.062087026658016,325
265,626,0100111001,28.376823119700404,325
266,596,0010101001,27.021855423344178,325
267,630,0110111001,27.082988314866178,325
268,592,0000101001,27.062087026658016,325
269,634,0101111001,28.493394365413376,325
270,596,0010101001,27.021855423344178,325
271,638,0111111001,28.09985793534545,325
272,544,0000010001,26.672955213710427,325
273,514,0100000001,25.795510610909684,325
274,548,0010010001,26.54480826178991,325
275,518,0110000001,28.09985793534545,325
276,544,0000010001,26.672955213710427,325
277,522,0101000001,27.058223446637488,325
278,548,0010010001,26.54480826178991,325
279,526,0111000001,28.56037306514212,325
280,624,0000111001,27.772452522303933,325
281,594,0100101001,26.856879376680066,325
282,628,0010111001,29.237650315846956,325
283,598,0110101001,26.20777327451234,325
284,624,0000111001,27.772452522303933,325
285,602,0101101001,27.69187784827061,325
286,628,0010111001,29.237650315846956,325
287,606,0111101001,27.209330419877634,325
288,577,1000001001,28.01912175120293,325
289,611,1100011001,29.021171519543326,325
290,581,1010001001,27.29891270441419,325
291,615,1110011001,27.871905988667105,325
292,577,1000001001,28.01912175120293,325
293,619,1101011001,28.508651031490807,325
294,581,1010001001,27.29891270441419,325
295,623,1111011001,26.834178367432237,325
296,593,1000101001,28.11364290609036,325
297,627,1100111001,28.51730434325023,325
298,597,1010101001,25.356300486896703,325
299,631,1110111001,27.692422158799946,325
300,593,1000101001,28.11364290609036,325
301,635,1101111001,27.91445168363319,325
302,597,1010101001,25.356300486896703,325
303,639,1111111001,25.775476890355222,325
304,609,1000011001,28.81035131815047,325
305,579,1100001001,28.429387752966154,325
306,613,1010011001,27.55491863505001,325
307,583,1110001001,28.781110450113868,325
308,609,1000011001,28.81035131815047,325
309,587,1101001001,27.00519240793676,325
310,613,1010011001,27.55491863505001,325
311,591,1111001001,27.47501583609852,325
312,625,1000111001,29.18768185657287,325
313,595,1100101001,27.43620901882217,325
314,629,1010111001,27.355114990587527,325
315,599,1110101001,27.76327431216157,325
316,625,1000111001,29.18768185657287,325
317,603,1101101001,27.49909672477756,325
318,629,1010111001,27.355114990587527,325
319,607,1111101001,27.72101308768999,325
320,640,0000000101,26.21440278089226,325
321,674,0100010101,25.98771720193085,325
322,644,0010000101,26.58770572579628,325
323,678,0110010101,26.513452017754627,325
324,640,0000000101,26.21440278089226,325
325,682,0101010101,23.938462473742863,325
326,644,0010000101,26.58770572579628,325
327,686,0111010101,26.204469910459483,325
328,720,0000101101,26.236856098903758,325
329,754,0100111101,27.15205794684215,325
330,724,0010101101,25.856879376680066,325
331,758,0110111101,27.533304821943947,325
332,720,0000101101,26.236856098903758,325
333,762,0101111101,27.458256363512504,325
334,724,0010101101,25.856879376680066,325
335,766,0111111101,25.795510610909684,325
336,672,0000010101,25.508171810413195,325
337,642,0100000101,27.458256363512504,325
338,676,0010010101,26.479236302416716,325
339,646,0110000101,28.493394365413376,325
340,672,0000010101,25.508171810413195,325
341,650,0101000101,26.668932453298776,325
342,676,0010010101,26.479236302416716,325
343,654,0111000101,28.53086907083204,325
344,752,0000111101,27.80622174457389,325
345,722,0100101101,26.51249054151718,325
346,756,0010111101,27.719902895222052,325
347,726,0110101101,26.856879376680066,325
348,752,0000111101,27.80622174457389,325
349,730,0101101101,26.0520980869863,325
350,756,0010111101,27.719902895222052,325
351,734,0111101101,27.547513853828264,325
352,705,1000001101,28.065608373392543,325
353,739,1100011101,28.603742906828234,325
354,709,1010001101,27.901178163557077,325
355,743,1110011101,28.116561865186043,325
356,705,1000001101,28.065608373392543,325
357,747,1101011101,27.27507275671264,325
358,709,1010001101,27.901178163557077,325
359,751,1111011101,24.48264512432168,325
360,721,1000101101,27.167487987411757,325
361,755,1100111101,27.68049451066382,325
362,725,1010101101,25.927207691057642,325
363,759,1110111101,26.529652735677878,325
364,721,1000101101,27.167487987411757,325
365,763,1101111101,26.877156088797978,325
366,725,1010101101,25.927207691057642,325
367,767,1111111101,24.48783255998325,325
368,737,1000011101,28.459645574058833,325
369,707,1100001101,28.73889334804819,325
370,741,1010011101,27.181937874038066,325
371,711,1110001101,28.367231276903585,325
372,737,1000011101,28.459645574058833,325
373,715,1101001101,27.77937470291325,325
374,741,1010011101,27.181937874038066,325
375,719,1111001101,27.373327793845558,325
376,753,1000111101,27.724905502957775,325
377,723,1100101101,27.12021888879413,325
378,757,1010111101,27.00316520145676,325
379,727,1110101101,26.491025018451385,325
380,753,1000111101,27.724905502957775,325
381,731,1101101101,25.79390347666583,325
382,757,1010111101,27.00316520145676,325
383,735,1111101101,26.423953866915525,325
384,769,1000000011,27.901178163557077,325
385,803,1100010011,29.01980468377942,325
386,773,1010000011,28.32779687181958,325
387,807,1110010011,28.457793590440087,325
388,769,1000000011,27.901178163557077,325
389,811,1101010011,27.429841501999892,325
390,773,1010000011,28.32779687181958,325
391,815,1111010011,26.72797121365448,325
392,849,1000101011,27.70884770671306,325
393,883,1100111011,27.139386299532088,325
394,853,1010101011,24.338779286662348,325
395,887,1110111011,26.002321372082,325
396,849,1000101011,27.70884770671306,325
397,891,1101111011,25.845030282675708,325
398,853,1010101011,24.338779286662348,325
399,895,1111111011,25.405541011011785,325
400,801,1000010011,28.958290294566716,325
401,771,1100000011,28.76499078475059,325
402,805,1010010011,26.6526878151258,325
403,775,1110000011,28.513452017754627,325
404,801,1000010011,28.958290294566716,325
405,779,1101000011,29.010272921606763,325
406,805,1010010011,26.6526878151258,325
407,783,1111000011,26.970121117465965,325
408,881,1000111011,27.815678198199443,325
409,851,1100101011,27.429841501999892,325
410,885,1010111011,25.89177129449239,325
411,855,1110101011,26.163898016889704,325
412,881,1000111011,27.815678198199443,325
413,859,1101101011,26.992401280853663,325
414,885,1010111011,25.89177129449239,325
415,863,1111101011,26.34566592706865,325
416,832,0000001011,27.07444952767574,325
417,866,0100011011,27.250016918947594,325
418,836,0010001011,26.86085080015811,325
419,870,0110011011,27.051574264272812,325
420,832,0000001011,27.07444952767574,325
421,874,0101011011,26.479236302416716,325
422,836,0010001011,26.86085080015811,325
423,878,0111011011,26.54480826178991,325
424,848,0000101011,27.75245048813291,325
425,882,0100111011,27.06984536627901,325
426,852,0010101011,26.608357894011473,325
427,886,0110111011,26.67752794350025,325
428,848,0000101011,27.75245048813291,325
429,890,0101111011,26.58770572579628,325
430,852,0010101011,26.608357894011473,325
431,894,0111111011,26.328854333598866,325
432,864,0000011011,27.56584819520827,325
433,834,0100001011,27.719902895222052,325
434,868,0010011011,27.235268975486385,325
435,838,0110001011,29.237650315846956,325
436,864,0000011011,27.56584819520827,325
437,842,0101001011,26.90906434828012,325
438,868,0010011011,27.235268975486385,325
439,846,0111001011,28.46894132168884,325
440,880,0000111011,28.069845366279015,325
441,850,0100101011,25.856879376680066,325
442,884,0010111011,26.86085080015811,325
443,854,0110101011,27.021855423344178,325
444,880,0000111011,28.069845366279015,325
445,858,0101101011,25.766279480719163,325
446,884,0010111011,26.86085080015811,325
447,862,0111101011,27.587452599198404,325
448,897,1000000111,28.13938629953209,325
449,931,1100010111,28.61092816912725,325
450,901,1010000111,28.61401855597312,325
451,935,1110010111,27.956981727546488,325
452,897,1000000111,28.13938629953209,325
453,939,1101010111,26.163898016889704,325
454,901,1010000111,28.61401855597312,325
455,943,1111010111,26.098414518475785,325
456,977,1000101111,26.983048281866,325
457,1011,1100111111,26.267348007870712,325
458,981,1010101111,25.047564596301104,325
459,1015,1110111111,24.700885338764394,325
460,977,1000101111,26.983048281866,325
461,1019,1101111111,25.405541011011785,325
462,981,1010101111,25.047564596301104,325
463,1023,1111111111,22.784225562763474,325
464,929,1000010111,28.72212413513873,325
465,899,1100000111,28.513452017754627,325
466,933,1010010111,27.69514679613648,325
467,903,1110000111,28.384718703632423,325
468,929,1000010111,28.72212413513873,325
469,907,1101000111,29.045998624324646,325
470,933,1010010111,27.69514679613648,325
471,911,1111000111,26.885222791763344,325
472,1009,1000111111,25.972432864621066,325
473,979,1100101111,26.72797121365448,325
474,1013,1010111111,24.142450826212958,325
475,983,1110101111,26.098414518475785,325
476,1009,1000111111,25.972432864621066,325
477,987,1101101111,26.163898016889704,325
478,1013,1010111111,24.142450826212958,325
479,991,1111101111,24.57824374198081,325
480,960,0000001111,27.25402886547321,325
481,994,0100011111,27.71934811919488,325
482,964,0010001111,28.069845366279015,325
483,998,0110011111,27.92017793387098,325
484,960,0000001111,27.25402886547321,325
485,1002,0101011111,25.508171810413195,325
486,964,0010001111,28.069845366279015,325
487,1006,0111011111,26.672955213710427,325
488,976,0000101111,27.78923833099727,325
489,1010,0100111111,26.961566914282905,325
490,980,0010101111,27.75245048813291,325
491,1014,0110111111,25.827287691693268,325
492,976,0000101111,27.78923833099727,325
493,1018,0101111111,26.21440278089226,325
494,980,0010101111,27.75245048813291,325
495,1022,0111111111,23.932824107297364,325
496,992,0000011111,27.282019609306662,325
497,962,0100001111,27.80622174457389,325
498,996,0010011111,27.56584819520827,325
499,966,0110001111,27.772452522303933,325
500,992,0000011111,27.282019609306662,325
501,970,0101001111,25.679145314791718,325
502,996,0010011111,27.56584819520827,325
503,974,0111001111,27.498144764966778,325
504,1008,0000111111,27.25402886547321,325
505,978,0100101111,26.236856098903758,325
506,1012,0010111111,27.07444952767574,325
507,982,0110101111,27.062087026658016,325
508,1008,0000111111,27.25402886547321,325
509,986,0101101111,25.824898628773667,325
510,1012,0010111111,27.07444952767574,325
511,990,0111101111,25.505778089869207,325
512,1,1000000000,23.932824107297364,325
513,35,1100010000,26.675912383375223,325
514,5,1010000000,26.21440278089226,325
515,39,1110010000,27.870673442636658,325
516,1,1000000000,23.932824107297364,325
517,43,1101010000,27.75245048813291,325
518,5,1010000000,26.21440278089226,325
519,47,1111010000,27.78923833099727,325
520,81,1000101000,27.55442379881093,325
521,115,1100111000,29.145335565863277,325
522,85,1010101000,25.3451309020149,325
523,119,1110111000,28.256843881080265,325
524,81,1000101000,27.55442379881093,325
525,123,1101111000,28.277929175489405,325
526,85,1010101000,25.3451309020149,325
527,127,1111111000,26.996428345690045,325
528,33,1000010000,25.505778089869207,325
529,3,1100000000,25.338193572009274,325
530,37,1010010000,25.824898628773667,325
531,7,1110000000,26.996428345690045,325
532,33,1000010000,25.505778089869207,325
533,11,1101000000,27.07444952767574,325
534,37,1010010000,25.824898628773667,325
535,15,1111000000,27.25402886547321,325
536,113,1000111000,28.72657690114536,325
537,83,1100101000,27.810351318150467,325
538,117,1010111000,27.982049761784,325
539,87,1110101000,27.723236038886174,325
540,113,1000111000,28.72657690114536,325
541,91,1101101000,27.736084908304218,325
542,117,1010111000,27.982049761784,325
543,95,1111101000,28.495292648635786,325
544,64,0000001000,24.700885338764394,325
545,98,0100011000,28.116561865186043,325
546,68,0010001000,26.002321372082,325
547,102,0110011000,27.871905988667105,325
548,64,0000001000,24.700885338764394,325
549,106,0101011000,26.3441683566389,325
550,68,0010001000,26.002321372082,325
551,110,0111011000,28.18155575377603,325
552,80,0000101000,26.098414518475785,325
553,114,0100111000,28.367231276903585,325
554,84,0010101000,26.163898016889704,325
555,118,0110111000,28.781110450113868,325
556,80,0000101000,26.098414518475785,325
557,122,0101111000,28.61401855597312,325
558,84,0010101000,26.163898016889704,325
559,126,0111111000,28.13938629953209,325
560,96,0000011000,26.01435025368731,325
561,66,0100001000,26.529652735677878,325
562,100,0010011000,27.65004212386373,325
563,70,0110001000,27.692422158799946,325
564,96,0000011000,26.01435025368731,325
565,74,0101001000,26.471975381778467,325
566,100,0010011000,27.65004212386373,325
567,78,0111001000,28.601696530540607,325
568,112,0000111000,26.885222791763344,325
569,82,0100101000,26.491025018451385,325
570,116,0010111000,29.045998624324646,325
571,86,0110101000,27.76327431216157,325
572,112,0000111000,26.885222791763344,325
573,90,0101101000,27.69514679613648,325
574,116,0010111000,29.045998624324646,325
575,94,0111101000,28.72212413513873,325
576,641,1000000101,27.689159371790947,325
577,675,1100010101,27.03008765704128,325
578,645,1010000101,27.42214711020989,325
579,679,1110010101,26.3441683566389,325
580,641,1000000101,27.689159371790947,325
581,683,1101010101,24.338779286662348,325
582,645,1010000101,27.42214711020989,325
583,687,1111010101,25.047564596301104,325
584,721,1000101101,27.167487987411757,325
585,755,1100111101,27.68049451066382,325
586,725,1010101101,25.927207691057642,325
587,759,1110111101,26.529652735677878,325
588,721,1000101101,27.167487987411757,325
589,763,1101111101,26.877156088797978,325
590,725,1010101101,25.927207691057642,325
591,767,1111111101,24.48783255998325,325
592,673,1000010101,27.03353166689093,325
593,643,1100000101,28.32779687181958,325
594,677,1010010101,26.10220657220897,325
595,647,1110000101,28.61401855597312,325
596,673,1000010101,27.03353166689093,325
597,651,1101000101,26.607331064757528,325
598,677,1010010101,26.10220657220897,325
599,655,1111000101,26.911913960831292,325
600,753,1000111101,27.724905502957775,325
601,723,1100101101,27.12021888879413,325
602,757,1010111101,27.00316520145676,325
603,727,1110101101,26.491025018451385,325
604,753,1000111101,27.724905502957775,325
605,731,1101101101,25.79390347666583,325
606,757,1010111101,27.00316520145676,325
607,735,1111101101,26.423953866915525,325
608,704,0000001101,26.961566914282905,325
609,738,0100011101,26.921453526386344,325
610,708,0010001101,27.06984536627901,325
611,742,0110011101,28.467077374348303,325
612,704,0000001101,26.961566914282905,325
613,746,0101011101,25.98771720193085,325
614,708,0010001101,27.06984536627901,325
615,750,0111011101,24.59201568694833,325
616,720,0000101101,26.236856098903758,325
617,754,0100111101,27.15205794684215,325
618,724,0010101101,25.856879376680066,325
619,758,0110111101,27.533304821943947,325
620,720,0000101101,26.236856098903758,325
621,762,0101111101,27.458256363512504,325
622,724,0010101101,25.856879376680066,325
623,766,0111111101,25.795510610909684,325
624,736,0000011101,27.71934811919488,325
625,706,0100001101,27.15205794684215,325
626,740,0010011101,27.250016918947594,325
627,710,0110001101,28.376823119700404,325
628,736,0000011101,27.71934811919488,325
629,714,0101001101,26.081027040949863,325
630,740,0010011101,27.250016918947594,325
631,718,0111001101,28.623329635527,325
632,752,0000111101,27.80622174457389,325
633,722,0100101101,26.51249054151718,325
634,756,0010111101,27.719902895222052,325
635,726,0110101101,26.856879376680066,325
636,752,0000111101,27.80622174457389,325
637,730,0101101101,26.0520980869863,325
638,756,0010111101,27.719902895222052,325
639,734,0111101101,27.547513853828264,325
640,256,0000000010,24.48783255998325,325
641,290,0100010010,25.759134581800645,325
642,260,0010000010,26.877156088797978,325
643,294,0110010010,27.034566475093733,325
644,256,0000000010,24.48783255998325,325
645,298,0101010010,25.927207691057642,325
646,260,0010000010,26.877156088797978,325
647,302,0111010010,27.167487987411757,325
648,336,0000101010,25.047564596301104,325
649,370,0100111010,27.901178163557077,325
650,340,0010101010,24.338779286662348,325
651,374,0110111010,27.29891270441419,325
652,336,0000101010,25.047564596301104,325
653,378,0101111010,27.42214711020989,325
654,340,0010101010,24.338779286662348,325
655,382,0111111010,27.689159371790947,325
656,288,0000010010,26.423953866915525,325
657,258,0100000010,26.994749035710086,325
658,292,0010010010,25.79390347666583,325
659,262,0110000010,28.236856098903758,325
660,288,0000010010,26.423953866915525,325
661,266,0101000010,27.00316520145676,325
662,292,0010010010,25.79390347666583,325
663,270,0111000010,27.724905502957775,325
664,368,0000111010,26.911913960831292,325
665,338,0100101010,25.927207691057642,325
666,372,0010111010,26.607331064757528,325
667,342,0110101010,25.356300486896703,325
668,368,0000111010,26.911913960831292,325
669,346,0101101010,26.10220657220897,325
670,372,0010111010,26.607331064757528,325
671,350,0111101010,27.03353166689093,325
672,321,1000001010,27.058223446637488,325
673,355,1100011010,28.355114990587527,325
674,325,1010001010,26.668932453298776,325
675,359,1110011010,28.694601456859193,325
676,321,1000001010,27.058223446637488,325
677,363,1101011010,25.766279480719163,325
678,325,1010001010,26.668932453298776,325
679,367,1111011010,25.824898628773667,325
680,337,1000101010,26.204469910459483,325
681,371,1100111010,27.457793590440083,325
682,341,1010101010,23.938462473742863,325
683,375,1110111010,26.884289713122936,325
684,337,1000101010,26.204469910459483,325
685,379,1101111010,26.58770572579628,325
686,341,1010101010,23.938462473742863,325
687,383,1111111010,26.21440278089226,325
688,353,1000011010,27.646346288251976,325
689,323,1100001010,27.778796584275625,325
690,357,1010011010,27.778796584275625,325
691,327,1110001010,27.982049761784,325
692,353,1000011010,27.646346288251976,325
693,331,1101001010,26.90906434828012,325
694,357,1010011010,27.778796584275625,325
695,335,1111001010,25.679145314791718,325
696,369,1000111010,28.53086907083204,325
697,339,1100101010,26.327585472443296,325
698,373,1010111010,26.668932453298776,325
699,343,1110101010,25.3451309020149,325
700,369,1000111010,28.53086907083204,325
701,347,1101101010,26.479236302416716,325
702,373,1010111010,26.668932453298776,325
703,351,1111101010,25.508171810413195,325
704,896,0000000111,26.996428345690045,325
705,930,0100010111,27.422598587303515,325
706,900,0010000111,28.277929175489405,325
707,934,0110010111,28.950456637088685,325
708,896,0000000111,26.996428345690045,325
709,938,0101010111,25.3451309020149,325
710,900,0010000111,28.277929175489405,325
711,942,0111010111,27.55442379881093,325
712,976,0000101111,27.78923833099727,325
713,1010,0100111111,26.961566914282905,325
714,980,0010101111,27.75245048813291,325
715,1014,0110111111,25.827287691693268,325
716,976,0000101111,27.78923833099727,325
717,1018,0101111111,26.21440278089226,325
718,980,0010101111,27.75245048813291,325
719,1022,0111111111,23.932824107297364,325
720,928,0000010111,28.495292648635786,325
721,898,0100000111,28.323574758648455,325
722,932,0010010111,27.736084908304218,325
723,902,0110000111,29.24561662565701,325
724,928,0000010111,28.495292648635786,325
725,906,0101000111,27.982049761784,325
726,932,0010010111,27.736084908304218,325
727,910,0111000111,28.72657690114536,325
728,1008,0000111111,27.25402886547321,325
729,978,0100101111,26.236856098903758,325
730,1012,0010111111,27.07444952767574,325
731,982,0110101111,27.062087026658016,325
