PatientID,D_normal,D_tumor,Delta_D,D_tumor_null_mean,Delta_D_null_mean
TCGA-BR-0030,46.52173688921984,46.52173688921984,0.0,44.721372785653756,-1.800364103566082
TCGA-BR-0031,46.52173688921984,42.778311246113105,-3.7434256431067325,40.049724714803496,-6.472012174416342
TCGA-BR-0032,46.52173688921984,46.52173688921984,0.0,44.008765313071876,-2.5129715761479616
TCGA-BR-0033,46.52173688921984,44.89024452479624,-1.6314923644236003,40.31589030127487,-6.2058465879449685
TCGA-BR-0034,46.52173688921984,46.37473878454006,-0.14699810467978125,46.38706525852366,-0.13467163069617527
TCGA-BR-0035,46.52173688921984,41.690471989325374,-4.831264899894464,43.121125806214756,-3.4006110830050815
TCGA-BR-0036,46.52173688921984,44.408079676823604,-2.113657212396234,42.432338905142984,-4.089397984076854
TCGA-BR-0037,46.52173688921984,46.52173688921984,0.0,43.71339573195197,-2.8083411572678685
TCGA-BR-0038,46.52173688921984,42.61703352119959,-3.9047033680202503,43.50217817645735,-3.019558712762489
TCGA-BR-0039,46.52173688921984,45.66481856803438,-0.8569183211854607,44.05810300675717,-2.4636338824626662
TCGA-BR-0040,46.52173688921984,46.52173688921984,0.0,44.24453979294788,-2.277197096271955
TCGA-BR-0041,46.52173688921984,44.024136794993794,-2.497600094226044,40.842791420564325,-5.678945468655513
TCGA-BR-0042,46.52173688921984,46.52173688921984,0.0,43.948082628372624,-2.5736542608472135
TCGA-BR-0043,46.52173688921984,46.52173688921984,0.0,44.250770862992916,-2.2709660262269225
TCGA-BR-0044,46.52173688921984,46.52173688921984,0.0,44.21603833975198,-2.3056985494678557
TCGA-BR-0045,46.52173688921984,44.37991663160795,-2.14182025761189,44.30539724836321,-2.2163396408566314
TCGA-BR-0046,46.52173688921984,43.461894370772725,-3.0598425184471125,42.01923034784914,-4.5025065413707
TCGA-BR-0047,46.52173688921984,46.52173688921984,0.0,44.29840840136505,-2.2233284878547863
TCGA-BR-0048,46.52173688921984,42.19946096267346,-4.322275926546375,41.337285197846185,-5.184451691373653
TCGA-BR-0049,46.52173688921984,46.52173688921984,0.0,43.84693395518742,-2.674802934032421
TCGA-BR-0050,46.52173688921984,44.408079676823604,-2.113657212396234,42.77474206379793,-3.7469948254219076
TCGA-BR-0051,46.52173688921984,46.646574001133615,0.12483711191377722,43.786383457944105,-2.7353534312757333
TCGA-BR-0052,46.52173688921984,44.55941087668698,-1.9623260125328557,42.71295715254444,-3.8087797366753975
TCGA-BR-0053,46.52173688921984,44.408079676823604,-2.113657212396234,42.671641228101315,-3.850095661118523
TCGA-BR-0054,46.52173688921984,38.726279319695955,-7.795457569523883,41.367158174666756,-5.154578714553082
TCGA-BR-0055,46.52173688921984,46.52173688921984,0.0,44.052776415051696,-2.468960474168142
TCGA-BR-0056,46.52173688921984,46.52173688921984,0.0,43.871980847112845,-2.6497560421069934
TCGA-BR-0057,46.52173688921984,36.83365073722866,-9.688086151991179,37.04861025938488,-9.473126629834958
TCGA-BR-0058,46.52173688921984,44.61598108086224,-1.905755808357597,44.38815228995061,-2.133584599269227
TCGA-BR-0059,46.52173688921984,39.64102464224064,-6.880712246979201,39.0934505382705,-7.428286350949335
TCGA-BR-0060,46.52173688921984,46.37473878454006,-0.14699810467978125,46.76177614339445,0.24003925417461147
TCGA-BR-0061,46.52173688921984,44.7888305649174,-1.7329063243024407,41.22496608015659,-5.296770809063247
TCGA-BR-0062,46.52173688921984,40.726732639678104,-5.7950042495417335,42.181804941447616,-4.339931947772222
TCGA-BR-0063,46.52173688921984,46.52173688921984,0.0,44.08109426828535,-2.44064262093449
TCGA-BR-0064,46.52173688921984,44.408079676823604,-2.113657212396234,42.28476136628319,-4.236975522936646
TCGA-BR-0065,46.52173688921984,46.37473878454006,-0.14699810467978125,46.76389290758823,0.24215601836839085
TCGA-BR-0066,46.52173688921984,43.32497570280521,-3.1967611864146264,41.34144110010661,-5.180295789113231
TCGA-BR-0067,46.52173688921984,37.71846872766598,-8.80326816155386,38.042522776030026,-8.479214113189812
TCGA-BR-0068,46.52173688921984,46.646574001133615,0.12483711191377722,43.877716259390496,-2.644020629829342
TCGA-BR-0069,46.52173688921984,47.24133965912286,0.7196027699030196,46.692266077438795,0.17052918821895702
TCGA-BR-0070,46.52173688921984,39.06538986402725,-7.456347025192585,38.14537307294013,-8.376363816279706
TCGA-BR-0071,46.52173688921984,42.07285208002682,-4.448884809193018,41.33705372341731,-5.184683165802525
TCGA-BR-0072,46.52173688921984,37.32480147479451,-9.196935414425326,39.86332645625571,-6.658410432964125
TCGA-BR-0073,46.52173688921984,45.66481856803438,-0.8569183211854607,43.24957378293731,-3.2721631062825267
TCGA-BR-0074,46.52173688921984,46.52173688921984,0.0,44.59938372134209,-1.9223531678777448
TCGA-BR-0075,46.52173688921984,46.52173688921984,0.0,44.040232340586826,-2.481504548633012
TCGA-BR-0076,46.52173688921984,45.66481856803438,-0.8569183211854607,44.07791930235689,-2.4438175868629486
TCGA-BR-0077,46.52173688921984,41.353080883633794,-5.168656005586044,41.58511937427797,-4.936617514941865
TCGA-BR-0078,46.52173688921984,37.848324158467115,-8.673412730752723,36.482208931745845,-10.039527957473993
TCGA-BR-0079,46.52173688921984,43.48275289481169,-3.0389839944081487,41.42518792587824,-5.096548963341597
TCGA-BR-0080,46.52173688921984,34.628640382996856,-11.893096506222982,34.36882715645766,-12.152909732762176
TCGA-BR-0081,46.52173688921984,45.26279869275357,-1.2589381964662678,39.52369003272559,-6.998046856494248
TCGA-BR-0082,46.52173688921984,39.64102464224064,-6.880712246979201,39.682994023029345,-6.838742866190493
TCGA-BR-0083,46.52173688921984,40.17613988843885,-6.345597000780991,40.513935460608096,-6.007801428611742
TCGA-BR-0084,46.52173688921984,46.52173688921984,0.0,44.43586890633155,-2.0858679828882885
TCGA-BR-0085,46.52173688921984,44.379166984908366,-2.142569904311472,45.64588918508261,-0.8758477041372288
TCGA-BR-0086,46.52173688921984,44.49201531320395,-2.0297215760158878,42.1181569306661,-4.403579958553735
TCGA-BR-0087,46.52173688921984,42.53136892896927,-3.990367960250566,42.99247930810259,-3.5292575811172497
TCGA-BR-0088,46.52173688921984,46.52173688921984,0.0,43.78077351687016,-2.7409633723496754
TCGA-BR-0089,46.52173688921984,46.646574001133615,0.12483711191377722,43.92228667360954,-2.5994502156102968
TCGA-BR-0090,46.52173688921984,37.79471078180282,-8.727026107417018,37.02189924088768,-9.49983764833216
TCGA-BR-0091,46.52173688921984,43.48275289481169,-3.0389839944081487,41.80675060616068,-4.7149862830591545
TCGA-BR-0092,46.52173688921984,46.52173688921984,0.0,43.74912892303499,-2.77260796618485
TCGA-BR-0093,46.52173688921984,42.778262940318186,-3.743473948901652,44.084086571589715,-2.4376503176301227
TCGA-BR-0094,46.52173688921984,43.302550238473394,-3.219186650746444,41.72931030353988,-4.792426585679955
TCGA-BR-0095,46.52173688921984,43.29959576995426,-3.2221411192655793,43.53358564011724,-2.9881512491026
TCGA-BR-0096,46.52173688921984,43.319931617800485,-3.201805271419353,43.25527021978191,-3.266466669437925
TCGA-BR-0097,46.52173688921984,41.37922604747645,-5.142510841743388,41.95192227047448,-4.5698146187453546
TCGA-BR-0098,46.52173688921984,46.52173688921984,0.0,44.38352149507337,-2.1382153941464708
TCGA-BR-0099,46.52173688921984,44.37991663160795,-2.14182025761189,43.801073808317035,-2.7206630809028027
